age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
53.0,admin.,married,university.degree,no,no,no,cellular,dec,thu,1.0,6.0,1.0,success,-3.0,92.713,-33.0,0.72,5023.5,0
39.0,blue-collar,divorced,basic.6y,unknown,no,,telephone,may,fri,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
41.0,unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
36.0,services,married,basic.9y,no,yes,no,cellular,aug,fri,1.0,4.0,1.0,success,-2.9,92.201,-31.4,0.881,5076.2,1
32.0,admin.,married,basic.9y,no,no,no,telephone,jul,tue,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
43.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,,6.0,,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
29.0,,married,university.degree,no,,no,cellular,jul,thu,2.0,999.0,0.0,,1.4,93.918,-42.7,4.958,5228.1,0
36.0,housemaid,married,basic.4y,no,no,no,cellular,nov,tue,1.0,999.0,,failure,-0.1,93.2,-42.0,4.153,5195.8,0
27.0,technician,married,university.degree,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
47.0,admin.,single,high.school,no,no,no,cellular,,thu,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.41,,1
44.0,housemaid,married,high.school,unknown,yes,no,cellular,jul,mon,1.0,999.0,0.0,,1.4,93.918,-42.7,4.96,5228.1,0
52.0,management,married,university.degree,no,no,no,cellular,may,fri,5.0,999.0,1.0,failure,-1.8,93.876,-40.0,0.684,5008.7,0
33.0,admin.,single,university.degree,no,no,no,cellular,aug,,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,1
55.0,,married,university.degree,no,no,no,cellular,aug,mon,6.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
35.0,,divorced,university.degree,no,yes,no,telephone,may,fri,2.0,999.0,0.0,,1.1,93.994,,4.859,5191.0,0
48.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
36.0,admin.,married,university.degree,no,no,yes,cellular,jul,wed,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34.0,technician,married,professional.course,no,no,no,cellular,aug,mon,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
28.0,technician,single,university.degree,no,yes,yes,cellular,may,thu,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,0
44.0,self-employed,,professional.course,no,no,no,telephone,may,thu,6.0,999.0,,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
32.0,admin.,single,,unknown,no,no,telephone,may,tue,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1
47.0,self-employed,married,university.degree,no,no,no,cellular,apr,mon,1.0,999.0,0.0,,-1.8,,-47.1,,5099.1,0
37.0,admin.,married,high.school,no,yes,yes,cellular,jul,wed,6.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
53.0,technician,married,high.school,no,,no,cellular,aug,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
34.0,self-employed,single,professional.course,no,yes,no,cellular,may,fri,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.313,5099.1,0
57.0,management,divorced,university.degree,no,yes,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
34.0,technician,single,,unknown,no,no,telephone,may,mon,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
36.0,technician,single,professional.course,no,no,yes,telephone,may,mon,2.0,,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
47.0,technician,single,professional.course,unknown,yes,yes,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
30.0,blue-collar,married,high.school,no,no,no,telephone,jun,wed,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
32.0,,single,university.degree,,no,no,telephone,may,tue,2.0,,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
31.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
53.0,self-employed,married,basic.9y,no,yes,yes,cellular,,fri,7.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1
43.0,blue-collar,single,basic.6y,no,no,no,cellular,jul,,3.0,999.0,0.0,nonexistent,1.4,93.918,,4.957,5228.1,0
30.0,services,single,high.school,no,yes,no,cellular,may,fri,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
47.0,services,married,high.school,no,unknown,unknown,cellular,nov,tue,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,,5195.8,0
29.0,entrepreneur,single,university.degree,no,yes,no,cellular,apr,fri,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
56.0,retired,,professional.course,unknown,,no,cellular,jul,,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
53.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.967,,0
53.0,services,,basic.6y,no,yes,no,cellular,may,thu,4.0,999.0,1.0,failure,-1.8,92.893,,1.266,,0
,technician,single,professional.course,no,no,no,cellular,aug,wed,4.0,,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
34.0,services,divorced,basic.9y,no,no,no,cellular,jul,fri,1.0,999.0,0.0,,1.4,93.918,-42.7,4.963,5228.1,0
52.0,management,divorced,university.degree,no,yes,yes,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
53.0,,,high.school,no,yes,no,cellular,jul,tue,4.0,999.0,0.0,,1.4,93.918,-42.7,4.961,5228.1,0
40.0,blue-collar,married,basic.9y,no,yes,no,,may,thu,2.0,999.0,,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
18.0,student,single,basic.6y,no,yes,no,cellular,aug,mon,1.0,999.0,,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
31.0,technician,married,professional.course,no,yes,no,cellular,jul,wed,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,,0
48.0,technician,married,professional.course,no,no,no,cellular,aug,tue,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
30.0,blue-collar,married,basic.9y,no,,no,,may,,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
53.0,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
51.0,blue-collar,married,basic.4y,no,yes,no,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
49.0,services,married,high.school,no,no,no,cellular,aug,mon,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
25.0,technician,single,university.degree,no,yes,no,cellular,aug,fri,2.0,999.0,1.0,failure,-2.9,92.201,-31.4,0.869,5076.2,0
26.0,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,4.0,6.0,2.0,success,-1.8,93.749,-34.6,0.644,5008.7,1
49.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
32.0,technician,married,professional.course,unknown,no,no,cellular,aug,thu,7.0,999.0,,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
49.0,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
57.0,technician,divorced,university.degree,no,no,yes,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
50.0,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,5.0,999.0,0.0,nonexistent,1.4,,-36.1,4.962,5228.1,0
33.0,admin.,single,high.school,,yes,no,cellular,nov,tue,1.0,999.0,,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
28.0,blue-collar,single,basic.9y,no,unknown,unknown,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
48.0,blue-collar,married,professional.course,unknown,yes,no,cellular,aug,thu,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37.0,blue-collar,married,professional.course,no,no,no,cellular,may,mon,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
41.0,technician,divorced,professional.course,no,,no,telephone,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
30.0,technician,married,basic.9y,no,no,yes,cellular,jul,thu,,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.958,,0
53.0,admin.,married,university.degree,no,yes,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
41.0,unemployed,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
41.0,technician,married,university.degree,no,no,yes,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.967,,0
39.0,admin.,,unknown,no,no,no,cellular,nov,fri,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.021,5195.8,1
35.0,technician,single,university.degree,no,yes,yes,telephone,aug,thu,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
56.0,,married,basic.6y,no,yes,no,cellular,jun,tue,1.0,7.0,2.0,success,-1.7,94.055,-39.8,0.723,4991.6,1
38.0,technician,,university.degree,unknown,yes,no,telephone,may,fri,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,4.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
21.0,,single,basic.4y,no,,no,cellular,mar,mon,2.0,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.52,5099.1,0
32.0,admin.,married,high.school,no,yes,no,cellular,nov,thu,2.0,999.0,0.0,nonexistent,-0.1,93.2,,4.076,5195.8,0
56.0,housemaid,married,basic.4y,no,no,yes,cellular,jul,mon,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
27.0,student,single,high.school,unknown,yes,no,telephone,may,thu,9.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
54.0,admin.,married,basic.4y,unknown,unknown,unknown,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
58.0,housemaid,divorced,basic.4y,no,yes,yes,cellular,sep,wed,1.0,999.0,,nonexistent,-3.4,,-29.8,0.781,5017.5,0
35.0,entrepreneur,divorced,university.degree,,no,no,cellular,,wed,4.0,,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
46.0,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,fri,7.0,999.0,0.0,nonexistent,1.4,,-41.8,4.967,5228.1,0
34.0,admin.,married,university.degree,no,yes,no,cellular,sep,mon,2.0,999.0,0.0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0
30.0,blue-collar,single,high.school,no,no,no,cellular,nov,mon,1.0,999.0,0.0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1
26.0,management,single,university.degree,no,yes,no,cellular,mar,thu,1.0,999.0,0.0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,1
46.0,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
32.0,blue-collar,married,basic.6y,,,no,telephone,may,thu,3.0,999.0,0.0,nonexistent,1.1,,-36.4,,,0
46.0,,,high.school,,yes,no,telephone,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
38.0,admin.,divorced,basic.6y,unknown,yes,no,cellular,apr,thu,1.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.483,5099.1,0
50.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
,admin.,married,basic.9y,no,yes,yes,telephone,,tue,,999.0,0.0,nonexistent,1.1,93.994,,4.856,5191.0,0
28.0,admin.,married,high.school,no,yes,no,telephone,,tue,3.0,999.0,0.0,nonexistent,1.4,,-41.8,4.961,5228.1,0
30.0,technician,,professional.course,no,no,,cellular,aug,tue,3.0,,0.0,nonexistent,1.4,93.444,,4.966,5228.1,0
39.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,16.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
47.0,blue-collar,married,high.school,,yes,no,telephone,may,,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
47.0,management,married,basic.4y,no,no,yes,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
21.0,student,single,high.school,no,no,no,cellular,may,thu,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,0
42.0,self-employed,married,university.degree,,no,no,cellular,aug,fri,,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
36.0,entrepreneur,single,university.degree,no,no,no,telephone,jun,tue,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
33.0,admin.,married,university.degree,no,no,no,,jul,tue,1.0,999.0,0.0,nonexistent,,,-42.7,4.961,5228.1,1
40.0,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
52.0,services,divorced,high.school,unknown,yes,yes,cellular,nov,mon,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,1
29.0,technician,single,professional.course,no,no,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,,0
33.0,admin.,single,high.school,,no,no,cellular,jun,wed,1.0,999.0,0.0,,-2.9,,,1.26,5076.2,0
,services,single,professional.course,no,yes,no,cellular,nov,tue,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0
39.0,blue-collar,married,unknown,no,no,no,cellular,apr,fri,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
32.0,services,married,high.school,no,no,no,telephone,jun,thu,2.0,,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
46.0,admin.,single,high.school,no,yes,yes,cellular,nov,fri,2.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.021,5195.8,0
,,married,high.school,no,yes,no,cellular,,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
29.0,technician,married,professional.course,no,no,no,cellular,,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30.0,technician,single,professional.course,no,yes,no,,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,,4.962,5228.1,0
43.0,services,divorced,high.school,no,yes,,,jul,mon,2.0,999.0,0.0,nonexistent,,93.918,-42.7,4.962,5228.1,0
32.0,admin.,married,university.degree,unknown,unknown,unknown,telephone,may,mon,56.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,,5191.0,0
39.0,retired,divorced,basic.4y,no,yes,yes,cellular,may,tue,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.344,5099.1,0
30.0,technician,,high.school,no,yes,no,cellular,aug,tue,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
38.0,admin.,married,basic.9y,no,yes,yes,cellular,nov,wed,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
36.0,self-employed,married,basic.9y,no,yes,no,cellular,nov,thu,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
34.0,technician,single,professional.course,no,no,no,cellular,oct,thu,1.0,999.0,1.0,failure,-3.4,92.431,-26.9,0.74,5017.5,0
30.0,technician,single,university.degree,unknown,yes,no,telephone,may,thu,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1
29.0,entrepreneur,single,basic.9y,no,no,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,1.4,93.918,,,5228.1,0
50.0,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
34.0,admin.,married,high.school,no,yes,no,telephone,jun,mon,6.0,999.0,0.0,nonexistent,1.4,94.465,,4.961,5228.1,1
53.0,admin.,married,high.school,no,yes,no,cellular,may,fri,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
35.0,self-employed,married,high.school,no,no,no,cellular,jul,mon,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
45.0,services,married,high.school,no,no,no,cellular,apr,tue,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
35.0,blue-collar,married,basic.9y,no,no,no,telephone,may,,2.0,999.0,1.0,failure,-1.8,,-46.2,1.299,5099.1,0
35.0,entrepreneur,divorced,university.degree,no,yes,no,cellular,jun,mon,2.0,999.0,1.0,failure,-2.9,92.963,-40.8,1.26,5076.2,0
57.0,retired,married,university.degree,no,no,no,cellular,aug,mon,2.0,999.0,1.0,failure,,92.201,-31.4,0.843,5076.2,0
34.0,blue-collar,married,professional.course,no,no,yes,cellular,aug,tue,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
32.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
45.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
27.0,student,single,high.school,no,no,,telephone,oct,tue,1.0,999.0,0.0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,1
23.0,,single,professional.course,no,yes,no,telephone,jul,thu,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,0
30.0,unemployed,single,,no,yes,no,cellular,mar,mon,1.0,999.0,,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0
34.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,1.0,,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
28.0,admin.,single,university.degree,no,yes,no,,may,fri,5.0,999.0,0.0,nonexistent,1.1,,-36.4,4.855,5191.0,0
31.0,admin.,single,university.degree,no,,no,telephone,oct,tue,1.0,999.0,0.0,nonexistent,-0.1,93.798,,4.86,5195.8,1
51.0,housemaid,married,basic.4y,unknown,,yes,cellular,aug,thu,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
35.0,admin.,single,university.degree,no,no,no,cellular,may,,6.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
,blue-collar,married,basic.9y,no,,no,telephone,may,fri,7.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
56.0,admin.,married,basic.4y,no,no,no,cellular,aug,thu,3.0,999.0,0.0,nonexistent,1.4,,-36.1,4.968,5228.1,0
41.0,admin.,married,professional.course,no,no,no,cellular,apr,mon,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
46.0,unknown,married,basic.4y,unknown,yes,no,telephone,jun,thu,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0
41.0,technician,married,high.school,no,no,no,,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
30.0,admin.,single,university.degree,no,yes,yes,cellular,may,fri,1.0,,0.0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
25.0,student,,high.school,no,yes,yes,cellular,apr,wed,1.0,999.0,0.0,,-1.8,93.075,-47.1,1.415,5099.1,1
57.0,management,married,university.degree,unknown,yes,no,telephone,jun,tue,7.0,999.0,0.0,nonexistent,1.4,94.465,,4.961,5228.1,0
29.0,admin.,single,university.degree,no,yes,no,telephone,may,wed,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
35.0,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,4.0,999.0,,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
48.0,unemployed,married,basic.4y,unknown,yes,,cellular,aug,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
37.0,technician,married,professional.course,unknown,no,no,telephone,may,,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
42.0,admin.,married,university.degree,no,,no,cellular,nov,mon,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.191,5195.8,0
35.0,admin.,married,university.degree,no,yes,yes,cellular,may,thu,1.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
47.0,,married,,no,yes,no,cellular,may,thu,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.266,5099.1,0
57.0,,married,basic.9y,unknown,no,no,cellular,jul,fri,1.0,999.0,0.0,nonexistent,,93.918,-42.7,4.957,5228.1,0
57.0,services,married,basic.9y,unknown,yes,no,cellular,apr,fri,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
27.0,admin.,single,university.degree,no,yes,no,cellular,apr,mon,1.0,999.0,0.0,nonexistent,,93.075,-47.1,1.392,5099.1,1
58.0,retired,married,,,no,yes,cellular,jul,,1.0,3.0,1.0,success,-2.9,92.469,-33.6,1.072,5076.2,0
32.0,admin.,married,,no,no,no,cellular,nov,thu,6.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
60.0,retired,,basic.4y,unknown,no,yes,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
34.0,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,,4.96,5228.1,0
38.0,services,,basic.6y,no,no,no,telephone,jun,tue,2.0,,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
51.0,blue-collar,married,,no,no,no,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
26.0,services,single,high.school,no,yes,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
43.0,admin.,married,university.degree,unknown,yes,no,,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
30.0,admin.,married,university.degree,,no,no,cellular,jul,fri,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
36.0,,married,university.degree,no,yes,no,cellular,jul,wed,2.0,999.0,,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
43.0,admin.,married,high.school,no,no,no,telephone,,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,,5191.0,0
36.0,blue-collar,single,basic.9y,no,,yes,cellular,nov,fri,1.0,,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
52.0,services,divorced,high.school,no,unknown,unknown,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
26.0,admin.,married,high.school,no,yes,yes,cellular,,mon,1.0,999.0,0.0,nonexistent,,92.431,-26.9,0.731,5017.5,0
40.0,admin.,single,university.degree,unknown,no,no,cellular,jul,mon,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32.0,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
35.0,technician,single,university.degree,no,no,yes,cellular,aug,wed,1.0,999.0,0.0,,1.4,93.444,-36.1,4.964,5228.1,0
35.0,admin.,divorced,high.school,no,no,no,cellular,nov,mon,3.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,,5195.8,0
57.0,management,married,university.degree,no,yes,,cellular,nov,fri,,999.0,1.0,failure,-0.1,93.2,-42.0,4.021,5195.8,0
33.0,services,divorced,high.school,no,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
27.0,technician,single,university.degree,no,yes,no,cellular,may,mon,6.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
35.0,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,4.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
35.0,management,married,university.degree,no,no,no,cellular,apr,mon,,999.0,,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
37.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
31.0,blue-collar,married,basic.9y,no,,no,cellular,may,thu,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,,5099.1,0
29.0,admin.,,university.degree,no,yes,no,telephone,aug,fri,,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
35.0,technician,married,professional.course,no,no,no,,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
32.0,self-employed,married,professional.course,no,no,no,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
44.0,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.334,5099.1,0
56.0,technician,married,professional.course,unknown,,no,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
42.0,services,married,basic.9y,no,no,no,cellular,may,fri,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,0
24.0,unemployed,married,university.degree,no,,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,,,5228.1,0
30.0,blue-collar,single,high.school,no,no,no,cellular,nov,thu,1.0,999.0,0.0,nonexistent,-0.1,93.2,,4.076,5195.8,0
26.0,blue-collar,single,basic.4y,,no,no,cellular,jul,wed,17.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
32.0,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,2.0,,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
55.0,unemployed,married,high.school,no,yes,yes,cellular,jul,fri,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
56.0,management,divorced,university.degree,no,yes,no,cellular,nov,thu,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
